claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
4555,64,F,1.0,47,41619,1,0,Rent,50020,2/26/2016,Friday,Highway,1,0.0,3,Online,1,4495.425102,4.0,Medium,20169.59082,black,13035.04556,0
4556,52,F,1.0,76,39504,1,0,Own,20152,3/30/2015,Monday,Highway,0,0.0,93,Broker,0,2319.58566,3.0,Compact,19073.28113,white,37018.52889,0
4557,35,M,0.0,81,35557,1,1,Rent,20103,6/7/2016,Tuesday,Highway,0,0.0,1,Online,1,4553.380672,3.0,Large,21026.41461,gray,8075.902225,0
4558,39,F,0.0,92,36630,1,1,Own,80024,10/21/2015,Wednesday,Parking Lot,0,0.0,68,Phone,0,2960.693961,4.0,Medium,22234.21578,blue,24383.39652,0
4559,42,M,0.0,86,37385,1,0,Own,80015,4/18/2016,Monday,Highway,0,0.0,94,Broker,1,1449.23509,5.0,Large,17263.56784,white,20739.44851,0
4560,34,F,0.0,71,35272,1,1,Own,20115,11/26/2016,Saturday,Local,0,0.0,25,Broker,0,2889.757934,6.0,Compact,4741.959442,black,20438.11521,1
4561,36,M,0.0,67,35839,0,1,Rent,20107,10/9/2015,Friday,Local,3,0.0,25,Broker,1,3352.793086,9.0,Medium,31874.86904,white,45015.58543,1
4562,47,M,0.0,72,38483,0,1,Own,85069,12/7/2015,Monday,Local,0,1.0,0,Broker,1,5071.821342,7.0,Compact,75214.48865,silver,20884.34723,0
4563,61,F,0.0,81,41098,1,1,Rent,80015,12/5/2015,Saturday,Parking Lot,0,0.0,73,Phone,1,4530.318440999999,6.0,Compact,25374.733180000003,gray,8601.484345,0
4564,60,F,1.0,76,40948,1,0,Own,50012,7/19/2015,Sunday,Highway,2,0.0,100,Broker,1,4261.653789,6.0,Medium,38048.07199,red,17280.84894,0
4565,31,F,1.0,83,34357,0,0,Own,85027,1/26/2016,Tuesday,Parking Lot,0,0.0,99,Broker,1,4135.161561,4.0,Medium,37777.85438,red,11297.12367,0
4566,36,M,0.0,39,35833,1,1,Rent,15025,11/12/2015,Thursday,Highway,0,0.0,2,Phone,0,6028.408044,6.0,Large,26273.36929,red,23465.92324,0
4567,30,M,1.0,77,34023,1,1,Rent,15001,12/29/2016,Thursday,Local,0,0.0,1,Online,1,3827.518937,7.0,Compact,26572.61061,silver,23380.18236,0
4568,55,F,1.0,50,40076,1,0,Rent,15012,6/5/2016,Sunday,Highway,0,0.0,0,Broker,1,5043.735934,5.0,Large,26572.09359,white,32035.80872,0
4569,54,M,1.0,74,39892,1,1,Own,80033,10/16/2015,Friday,Local,0,1.0,34,Phone,1,2774.166866,7.0,Medium,19859.69188,red,20755.24034,0
4570,36,F,1.0,83,35835,0,0,Own,15043,8/25/2015,Tuesday,Highway,0,0.0,4,Online,1,4264.5803,3.0,Large,20388.75287,silver,11771.43819,0
4571,35,M,1.0,91,35555,1,0,Own,80016,4/14/2016,Thursday,Local,1,0.0,19,Broker,0,4288.476009,8.0,Large,15569.43062,gray,17529.3935,0
4572,30,F,1.0,79,34009,1,0,Rent,15050,2/16/2016,Tuesday,Parking Lot,0,1.0,20,Broker,1,6444.712549,4.0,Medium,33923.58825,other,6670.095315,1
4573,66,F,1.0,78,41893,1,0,Own,50042,5/12/2015,Tuesday,Highway,0,0.0,45,Phone,0,2479.986055,4.0,Large,13861.17119,red,8833.774195999998,0
4574,36,F,0.0,81,35842,0,1,Rent,80001,1/11/2015,Sunday,Local,0,0.0,31,Broker,0,3558.589069,6.0,Medium,24780.25085,silver,29401.47627,1
4575,42,F,0.0,79,37369,1,0,Own,50008,11/1/2015,Sunday,Local,0,0.0,51,Broker,1,8648.812383,4.0,Compact,11643.54738,gray,7941.215686,0
4576,32,M,1.0,50,34650,1,1,Rent,85031,1/19/2016,Tuesday,Local,0,1.0,76,Phone,1,4829.24061,4.0,Medium,32192.8171,silver,38307.65702,0
4577,39,F,1.0,91,36630,1,1,Own,85018,4/26/2016,Tuesday,Local,0,0.0,25,Phone,1,4621.876603,5.0,Medium,29057.65851,red,22133.25956,0
4578,47,F,1.0,73,38500,0,0,Own,20110,2/16/2015,Monday,Parking Lot,3,0.0,100,Broker,1,7795.937965000001,3.0,Medium,9722.947971,white,39888.98212,0
4579,57,F,1.0,70,40435,1,1,Own,80047,5/13/2015,Wednesday,Local,1,0.0,98,Broker,0,3648.667058,5.0,Compact,18514.86634,red,18575.10679,0
4580,42,M,1.0,88,37385,0,1,Own,85062,12/3/2016,Saturday,Local,0,0.0,100,Phone,0,3943.132292,5.0,Large,23019.8372,black,18745.258680000003,0
4581,44,F,1.0,73,37838,1,0,Own,20103,11/7/2015,Saturday,Parking Lot,0,0.0,97,Phone,1,2050.444574,5.0,Medium,14850.07025,other,23433.16648,0
4582,27,M,1.0,47,32942,1,0,Own,20148,5/30/2015,Saturday,Local,0,1.0,100,Online,1,6542.963124,4.0,Large,8604.577963,blue,13390.55941,0
4583,37,F,1.0,60,36120,1,0,Own,85051,5/21/2016,Saturday,Local,2,0.0,76,Broker,1,7527.844831999999,5.0,Compact,15105.36522,red,22205.70466,1
4584,35,F,1.0,78,35562,1,0,Own,20104,7/31/2016,Sunday,Highway,0,1.0,1,Broker,1,4023.338481,5.0,Compact,18238.51865,white,11614.8921,0
4585,43,M,1.0,83,37623,0,0,Rent,20103,5/4/2015,Monday,Highway,1,1.0,14,Broker,0,3226.717005,6.0,Medium,26243.48551,white,18049.06487,0
4586,29,M,1.0,77,33672,0,0,Own,15027,6/7/2016,Tuesday,Parking Lot,0,,61,Broker,1,4985.110174,2.0,Large,27158.19264,red,10429.17012,0
4587,43,M,1.0,66,37600,0,0,Rent,80003,2/6/2016,Saturday,Highway,0,1.0,0,Broker,0,3965.030299,7.0,Large,18404.00606,gray,20001.60984,0
4588,44,M,0.0,85,37858,0,0,Rent,50002,2/5/2015,Thursday,Parking Lot,4,0.0,13,Online,1,5959.022054999999,4.0,Large,35928.20418,silver,13017.50114,1
4589,26,F,0.0,66,32598,1,0,Rent,15032,7/22/2015,Wednesday,Parking Lot,0,0.0,29,Phone,0,12450.52459,8.0,Compact,26322.59178,white,23882.38424,0
4590,37,F,1.0,68,36120,0,0,Own,15001,9/10/2015,Thursday,Local,0,0.0,27,Phone,0,2508.766551,1.0,Compact,32308.52311,red,25842.96187,0
4591,59,M,1.0,94,40776,0,0,Rent,50047,3/16/2015,Monday,Local,2,0.0,65,Broker,1,4725.192711,7.0,Medium,16697.306780000003,black,35787.30897,0
4592,61,F,1.0,84,41119,0,0,Own,85011,10/27/2016,Thursday,Highway,0,1.0,53,Phone,1,11137.601009999998,3.0,Medium,27348.52641,other,53181.32058,0
4593,40,M,1.0,93,36898,0,1,Own,20163,5/25/2015,Monday,Local,0,0.0,15,Broker,1,2008.886813,2.0,Large,15614.45562,black,12168.34875,0
4594,48,F,0.0,85,38699,1,0,Own,50025,3/23/2016,Wednesday,Local,0,0.0,86,Online,1,3348.173067,1.0,Large,9739.229026,blue,24796.1967,0
4595,35,F,0.0,67,35566,1,1,Rent,80022,9/5/2016,Monday,Local,0,0.0,1,Online,0,2469.785467,5.0,Large,12574.16938,red,23039.39779,0
4596,54,F,1.0,78,39897,0,0,Rent,50055,10/1/2015,Thursday,Parking Lot,0,0.0,78,Phone,0,3419.090775,1.0,Medium,25634.13653,gray,11837.78121,0
4597,46,F,0.0,74,38280,1,1,Rent,20113,3/31/2015,Tuesday,Parking Lot,1,0.0,90,Phone,1,6162.269287,7.0,Large,15216.23562,black,12807.67899,0
4598,50,M,1.0,50,39125,0,1,Own,20109,12/18/2016,Sunday,Parking Lot,1,0.0,3,Broker,1,5331.002186,6.0,Medium,17131.904469999998,gray,21908.36394,0
4599,28,M,1.0,95,33316,1,1,Rent,85017,4/7/2016,Thursday,Local,0,0.0,2,Phone,0,5930.519345000001,6.0,Compact,14549.74144,blue,3814.324131,0
4600,41,M,1.0,87,37154,1,0,Rent,50002,6/11/2016,Saturday,Parking Lot,0,0.0,56,Online,0,4475.381073,8.0,Compact,19413.11001,other,23212.83031,0
4601,41,M,0.0,85,37141,1,0,Own,20151,11/23/2015,Monday,Highway,0,0.0,40,Broker,0,5327.816104,5.0,Large,13984.30042,other,14365.61627,0
4602,57,F,1.0,88,40448,1,0,Own,15050,5/22/2015,Friday,Local,1,1.0,96,Phone,0,5125.369597999999,7.0,Compact,15625.09816,silver,24471.63321,0
4603,39,M,1.0,61,36626,0,0,Own,85055,6/28/2016,Tuesday,Parking Lot,0,0.0,28,Broker,0,2312.099412,6.0,Compact,21835.49768,silver,23235.91666,0
4604,46,M,1.0,87,38275,1,0,Own,15012,10/13/2015,Tuesday,Parking Lot,1,0.0,0,Broker,1,6519.65679,8.0,Large,17785.89047,white,17385.2161,0
4605,65,M,1.0,44,41739,1,0,Rent,50040,10/18/2015,Sunday,Parking Lot,0,1.0,88,Online,1,2509.213846,4.0,Large,19086.34472,red,19153.05107,0
4606,26,M,1.0,85,32586,0,0,Rent,50001,4/17/2015,Friday,Parking Lot,0,0.0,66,Broker,1,4911.904811,6.0,Medium,31824.44735,silver,29084.97747,1
4607,51,M,1.0,69,39312,0,1,Rent,85008,1/23/2015,Friday,Highway,0,0.0,0,Online,0,2641.799274,6.0,Compact,29875.74009,gray,6287.647525,0
4608,46,M,1.0,75,38279,1,1,Rent,15012,3/7/2016,Monday,Highway,4,0.0,1,Phone,1,5541.295953,4.0,Large,21276.74977,silver,20423.71115,0
4609,89,F,1.0,85,44891,1,0,Own,20102,2/8/2015,Sunday,Local,1,1.0,100,Broker,1,7456.016131,7.0,Large,49819.37354,red,16028.80356,0
4610,43,F,0.0,44,37608,0,0,Own,85039,7/12/2016,Tuesday,Local,0,1.0,50,Broker,1,5202.332047999999,6.0,Large,10680.42366,silver,13307.96885,0
4611,26,M,0.0,79,32576,0,1,Own,85053,2/2/2016,Tuesday,Parking Lot,0,0.0,19,Phone,0,3821.059899,6.0,Compact,16985.92165,gray,12158.5808,0
4612,48,F,1.0,57,38713,0,1,Own,50025,5/19/2015,Tuesday,Parking Lot,2,0.0,99,Online,0,5204.119759,1.0,Compact,15409.20007,white,15294.03619,0
4613,46,F,0.0,72,38277,1,1,Rent,15009,11/18/2016,Friday,Local,2,0.0,2,Broker,0,4526.949925,8.0,Large,13499.68034,blue,23598.1488,0
4614,48,F,1.0,98,38728,1,1,Rent,20131,4/20/2015,Monday,Local,0,1.0,12,Phone,1,4059.25506,5.0,Large,26195.22455,white,28161.20765,0
4615,53,F,1.0,32,39710,1,0,Rent,15031,7/8/2016,Friday,Parking Lot,0,0.0,49,Phone,1,3566.236338,10.0,Compact,20291.33341,black,13331.3674,0
4616,30,M,1.0,59,34014,0,1,Rent,15012,1/1/2016,Friday,Highway,0,0.0,42,Broker,1,3901.441195,5.0,Compact,19872.0457,white,9613.468773,0
4617,46,M,1.0,78,38303,0,0,Rent,80022,9/27/2016,Tuesday,Highway,0,1.0,21,Broker,1,5649.398440999999,6.0,Medium,25517.63414,other,7901.905852,0
4618,40,F,1.0,94,36898,1,0,Own,15015,12/17/2016,Saturday,Parking Lot,0,0.0,38,Online,0,2637.837133,6.0,Large,17050.032330000002,black,31938.48025,0
4619,34,F,0.0,94,35269,1,1,Own,80011,6/23/2016,Thursday,Local,0,0.0,97,Phone,0,2875.157011,6.0,Large,24537.84474,black,22775.87171,0
4620,49,M,0.0,67,38919,1,1,Rent,80033,11/19/2015,Thursday,Highway,0,0.0,95,Broker,1,5843.709074,3.0,Medium,5637.373902,silver,11151.20977,1
4621,54,F,1.0,66,39873,1,0,Rent,20131,11/25/2015,Wednesday,Local,0,0.0,11,Broker,1,4206.070087,9.0,Large,17003.359419999997,silver,34479.14148,0
4622,44,F,1.0,79,37852,1,0,Own,85004,3/18/2015,Wednesday,Local,0,1.0,12,Online,1,4421.679923,2.0,Compact,20722.57896,gray,31008.8897,0
4623,74,F,1.0,84,43040,1,0,Own,80002,11/28/2015,Saturday,Highway,0,0.0,13,Broker,0,6134.173074,5.0,Large,20388.13491,other,6507.144225999999,0
4624,52,F,1.0,77,39509,1,0,Rent,50025,6/11/2016,Saturday,Parking Lot,1,0.0,96,Broker,1,7591.232845,3.0,Medium,14345.58049,black,12384.73522,0
4625,47,M,1.0,71,38514,1,1,Rent,50054,4/5/2016,Tuesday,Local,1,0.0,79,Broker,1,2653.0529300000003,3.0,Medium,24126.57917,white,20657.62691,0
4626,44,M,1.0,56,37857,1,0,Rent,85023,3/31/2015,Tuesday,Parking Lot,0,0.0,11,Online,1,13005.46707,4.0,Large,12651.79174,red,26879.99929,0
4627,24,F,1.0,74,31768,1,0,Rent,80038,2/21/2016,Sunday,Highway,1,1.0,50,Broker,1,6504.892971,3.0,Compact,58020.330420000006,silver,10772.10183,0
4628,41,F,1.0,73,37134,1,0,Own,15032,1/20/2015,Tuesday,Parking Lot,1,0.0,49,Broker,1,3072.275213,6.0,Medium,14425.90285,red,36649.69313,0
4629,55,M,1.0,81,40069,1,1,Rent,15021,1/28/2015,Wednesday,Highway,0,0.0,10,Broker,1,1795.0330239999998,9.0,Compact,40159.10143,black,15756.30518,0
4630,69,F,1.0,91,42334,0,0,Own,50014,1/13/2015,Tuesday,Highway,0,1.0,81,Phone,1,6751.560228,9.0,Compact,13472.26115,white,15090.32332,1
4631,58,F,1.0,67,40597,1,1,Own,15051,8/7/2016,Sunday,Parking Lot,1,0.0,100,Online,1,3433.6110670000003,5.0,Medium,26683.55228,red,28904.01469,1
4632,40,M,1.0,58,36880,1,0,Own,50001,5/11/2016,Wednesday,Parking Lot,0,0.0,50,Broker,1,5196.598693,6.0,Large,9324.767324,silver,37326.75004,0
4633,37,F,1.0,94,36100,1,0,Own,15042,2/10/2016,Wednesday,Highway,0,0.0,14,Broker,0,3333.673491,3.0,Compact,9855.055992,black,9912.041682,0
4634,30,M,0.0,61,34021,1,1,Rent,20131,9/26/2015,Saturday,Parking Lot,0,0.0,59,Phone,1,7443.730434999999,5.0,Compact,15036.83101,other,21461.4228,1
4635,20,F,1.0,79,29962,1,1,Rent,50003,5/10/2016,Tuesday,Local,0,0.0,20,Online,1,5658.561857,3.0,Compact,25601.57247,blue,42710.71593,1
4636,35,M,0.0,76,35585,1,0,Rent,50012,11/14/2016,Monday,Local,0,1.0,33,Broker,0,7567.968278,3.0,Compact,10136.21008,white,9119.644183,0
4637,70,M,0.0,25,42486,1,0,Own,20152,4/2/2015,Thursday,Highway,0,0.0,43,Online,0,3860.308806000001,3.0,Medium,20868.49596,black,59597.32147,0
4638,44,M,1.0,55,37852,0,1,Own,80036,6/17/2016,Friday,Local,2,0.0,84,Broker,1,2608.289097,5.0,Large,26382.16142,red,16080.52697,1
4639,43,F,1.0,84,37625,1,1,Rent,80107,11/4/2016,Friday,Parking Lot,1,0.0,100,Online,0,1839.161042,5.0,Large,17116.7628,black,10452.65988,1
4640,40,M,1.0,76,36901,1,1,Rent,85022,1/27/2016,Wednesday,Local,1,0.0,27,Broker,0,3869.04495,6.0,Compact,17930.392180000003,white,8859.565373000001,0
4641,54,F,0.0,55,39886,1,0,Own,20101,11/20/2016,Sunday,Local,0,1.0,5,Broker,1,1713.472182,4.0,Medium,14540.872,silver,13293.10291,0
4642,51,F,1.0,81,39304,0,1,Rent,15001,10/11/2016,Tuesday,Parking Lot,3,0.0,82,Phone,0,12113.25237,6.0,Compact,23009.92742,blue,21550.53095,0
4643,38,F,0.0,70,-1,0,0,Own,85018,6/5/2015,Friday,Highway,0,1.0,90,Phone,1,6582.83663,4.0,Large,29264.92392,black,38451.435880000005,0
4644,27,F,1.0,72,32961,0,1,Rent,15018,10/10/2015,Saturday,Local,1,0.0,68,Broker,0,4447.4108240000005,8.0,Compact,17156.8048,black,22324.97826,0
4645,54,F,1.0,77,39886,1,1,Own,20111,4/8/2016,Friday,Local,0,0.0,16,Broker,1,2636.376448,5.0,Medium,20698.84364,red,16270.13274,0
4646,54,M,1.0,92,39884,1,1,Own,20118,12/14/2015,Monday,Parking Lot,0,0.0,85,Broker,1,4132.540605,7.0,Medium,39068.955030000005,white,10290.70426,0
4647,65,M,1.0,89,41737,0,0,Rent,85077,5/7/2015,Thursday,Highway,2,0.0,97,Online,1,4023.494067,4.0,Large,23801.40721,red,12802.79292,0
4648,54,F,1.0,79,39883,0,1,Rent,50047,3/28/2015,Saturday,Local,0,0.0,51,Broker,0,6979.097922,5.0,Medium,30868.3508,other,22915.85692,0
4649,57,M,1.0,66,40430,1,0,Own,15005,2/15/2015,Sunday,Parking Lot,1,1.0,15,Phone,0,6885.750167,7.0,Large,30148.89697,white,18973.61034,0
4650,23,F,0.0,44,31357,1,0,Rent,50011,11/25/2016,Friday,Parking Lot,0,0.0,91,Online,0,2595.0115100000003,6.0,Medium,9618.131435,black,15781.5563,0
4651,48,F,1.0,47,38716,1,1,Rent,80011,8/21/2016,Sunday,Local,0,0.0,28,Phone,0,11481.7443,2.0,Compact,25987.77746,other,19122.73137,1
4652,40,M,1.0,82,36897,0,0,Own,15025,1/7/2016,Thursday,Highway,0,1.0,66,Broker,1,4734.971739,3.0,Medium,32001.3974,gray,17871.428490000002,0
4653,38,F,1.0,70,36377,0,0,Rent,80018,9/18/2015,Friday,Parking Lot,2,0.0,50,Phone,1,5235.879691,4.0,Compact,32883.84812,black,38379.98006,1
4654,31,F,1.0,47,34352,0,1,Own,85069,9/27/2016,Tuesday,Local,0,0.0,44,Phone,1,5230.472318,4.0,Medium,15422.69826,black,10120.18673,0
4655,34,F,1.0,59,35262,1,0,Own,20101,12/3/2015,Thursday,Parking Lot,0,0.0,50,Phone,0,6479.358517000001,4.0,Large,11212.42061,white,8801.433121,0
4656,60,M,1.0,6,40964,1,1,Rent,85014,4/16/2015,Thursday,Parking Lot,1,0.0,100,Phone,1,4203.554068,4.0,Large,17407.56786,gray,17622.273080000003,0
4657,42,M,0.0,63,37369,1,0,Own,50001,1/7/2015,Wednesday,Parking Lot,0,0.0,99,Phone,1,3126.945666,7.0,Large,21689.272780000003,white,26168.03892,1
4658,28,M,1.0,83,33322,0,1,Rent,80104,7/17/2015,Friday,Local,0,1.0,97,Phone,1,4432.226653,3.0,Medium,11213.12223,white,26346.03809,0
4659,57,F,0.0,100,40436,1,1,Rent,80019,2/16/2015,Monday,Highway,0,0.0,50,Phone,1,4059.424164,2.0,Medium,13539.576980000002,gray,9293.28996,0
4660,44,M,1.0,88,37835,1,0,Rent,50047,4/1/2015,Wednesday,Parking Lot,0,1.0,82,Broker,1,2889.265331,7.0,Medium,26068.58016,white,22681.87516,0
4661,61,F,1.0,78,41105,0,0,Own,80022,12/7/2015,Monday,Local,0,1.0,0,Phone,1,1066.502089,6.0,Medium,15862.45825,red,12862.90924,0
4662,34,F,1.0,70,35252,1,1,Rent,50047,5/28/2016,Saturday,Local,0,0.0,20,Broker,0,5516.821515,4.0,Medium,13432.4745,other,13418.47715,0
4663,28,F,1.0,68,33320,1,1,Rent,20164,10/29/2015,Thursday,Local,2,0.0,23,Broker,0,5714.810455,6.0,Large,8618.23378,other,25505.02321,0
4664,35,M,1.0,86,35560,0,1,Rent,50008,6/9/2016,Thursday,Local,0,0.0,8,Phone,0,3382.866406,4.0,Large,13996.106919999998,blue,10657.80454,0
4665,40,F,1.0,81,36882,1,1,Rent,20101,7/8/2015,Wednesday,Local,0,0.0,79,Phone,0,2707.571707,5.0,Compact,15630.91114,other,15179.61671,0
4666,55,M,1.0,88,40066,1,0,Own,80020,11/25/2015,Wednesday,Highway,0,0.0,76,Broker,0,7371.758986,10.0,Medium,19247.21424,white,18696.31791,0
4667,39,M,1.0,72,36627,1,1,Own,50011,5/14/2015,Thursday,Local,0,0.0,25,Broker,1,5070.942217,4.0,Large,6496.904874,other,31080.02918,0
4668,45,F,1.0,69,38038,0,0,Rent,85053,6/6/2015,Saturday,Local,0,0.0,80,Broker,1,5886.392702,5.0,Compact,14899.34834,silver,26475.59008,1
4669,41,F,0.0,81,37131,1,1,Rent,80002,11/1/2016,Tuesday,Local,0,1.0,76,Phone,1,5591.401661,7.0,Medium,33594.07766,other,10623.75238,0
4670,51,M,1.0,87,39304,1,1,Own,80108,8/16/2016,Tuesday,Local,2,0.0,94,Broker,1,6126.815663,6.0,Large,12754.75776,silver,7600.840313,0
4671,25,F,1.0,62,32186,0,1,Rent,85013,8/22/2016,Monday,Local,0,0.0,50,Broker,1,3590.15018,6.0,Large,28838.44888,red,28267.12557,0
4672,60,M,1.0,77,40940,1,0,Rent,20152,8/17/2015,Monday,Highway,0,0.0,17,Broker,0,5640.769439,2.0,Compact,37801.00702,silver,22292.7796,0
4673,25,M,1.0,79,32194,1,0,Own,50009,6/14/2016,Tuesday,Parking Lot,0,0.0,53,Phone,0,2965.4087440000003,3.0,Compact,20269.52256,red,53243.79694,0
4674,23,M,1.0,85,31345,1,1,Rent,80038,3/16/2016,Wednesday,Highway,0,1.0,32,Broker,1,6842.041824,5.0,Medium,8771.835714,red,34065.96339,0
4675,74,F,1.0,84,43037,1,1,Rent,85054,12/30/2015,Wednesday,Parking Lot,0,0.0,5,Broker,1,4903.732575,2.0,Large,37524.4856,black,48059.15908,0
4676,50,F,1.0,63,39107,1,0,Own,80011,6/22/2016,Wednesday,Local,0,0.0,80,Broker,1,4167.885356000001,4.0,Compact,34099.770580000004,other,17743.011440000002,0
4677,56,F,0.0,62,40251,1,1,Rent,80046,8/24/2016,Wednesday,Local,0,0.0,89,Phone,1,3726.866814,4.0,Compact,44375.30244,silver,34308.61129,0
4678,44,F,0.0,44,37841,1,0,Own,50039,9/1/2015,Tuesday,Parking Lot,0,1.0,99,Broker,0,2715.843578,3.0,Compact,11771.83311,blue,15858.20417,0
4679,49,F,0.0,68,38915,1,1,Own,15060,8/30/2016,Tuesday,Local,0,0.0,0,Broker,0,3994.824431000001,4.0,Large,11516.18307,gray,49212.93884,0
4680,41,F,1.0,92,37125,1,1,Rent,50048,3/9/2015,Monday,Parking Lot,2,0.0,43,Broker,1,10503.55236,7.0,Medium,17843.578019999997,other,9093.17079,1
4681,34,M,1.0,56,35262,1,0,Own,85060,9/28/2016,Wednesday,Local,0,0.0,26,Broker,0,4432.832377000001,3.0,Large,15970.79647,silver,17661.61573,0
4682,31,M,1.0,93,34356,1,1,Rent,80011,10/7/2016,Friday,Highway,0,0.0,13,Broker,1,5049.645009000001,9.0,Compact,40383.63652,blue,14866.7523,0
4683,36,F,1.0,76,35838,0,0,Own,15042,3/12/2016,Saturday,Local,0,1.0,1,Broker,1,2208.898289,8.0,Compact,17979.20801,white,41553.58761,0
4684,26,F,1.0,78,32587,0,1,Rent,50010,8/21/2016,Sunday,Highway,0,0.0,100,Phone,1,6473.397969,8.0,Large,19686.85535,blue,36157.853910000005,1
4685,37,F,0.0,73,36115,1,1,Rent,50029,8/25/2015,Tuesday,Highway,0,1.0,97,Broker,0,2329.595584,2.0,Medium,7534.525052,blue,29159.32845,0
4686,36,M,1.0,42,35844,0,0,Own,85003,5/6/2016,Friday,Local,1,0.0,81,Broker,1,4565.880923,6.0,Compact,22507.54968,gray,6324.936939,0
4687,32,M,1.0,83,34657,1,1,Own,20164,7/26/2015,Sunday,Parking Lot,1,0.0,20,Broker,1,2351.227674,6.0,Large,23916.34443,gray,22384.10721,0
4688,38,F,1.0,46,36374,1,1,Rent,20103,1/20/2015,Tuesday,Parking Lot,0,1.0,0,Broker,0,8990.900665000001,6.0,Large,20223.71081,white,15042.27899,0
4689,29,M,1.0,87,33683,1,0,Rent,80012,9/8/2015,Tuesday,Local,1,0.0,99,Broker,1,6411.400799,9.0,Large,15585.85187,black,26727.92798,0
4690,48,F,1.0,91,38725,1,0,Own,85026,6/18/2016,Saturday,Local,0,0.0,2,Phone,1,1347.291979,2.0,Medium,22848.71718,other,72536.30697,0
4691,24,M,0.0,72,31785,0,1,Rent,20106,12/3/2016,Saturday,Local,3,0.0,14,Phone,1,3963.356587,4.0,Medium,11731.21282,gray,14498.53523,1
4692,67,F,1.0,58,42052,0,1,Own,80105,10/3/2016,Monday,Local,0,0.0,27,Broker,1,8664.000209,4.0,Medium,10704.21188,white,19738.63704,0
4693,37,F,0.0,60,36124,0,0,Own,85051,8/31/2015,Monday,Local,0,0.0,87,Phone,1,5249.272736999999,4.0,Compact,12424.32121,silver,22373.13104,1
4694,29,F,1.0,89,33670,0,1,Rent,80101,4/14/2016,Thursday,Local,0,1.0,98,Phone,1,2380.619758,5.0,Compact,3265.844456,black,33829.76039,0
4695,71,F,1.0,64,42620,0,1,Rent,20158,6/13/2015,Saturday,Local,0,0.0,44,Broker,1,2201.098798,1.0,Compact,8590.615641,white,16176.58966,0
4696,45,F,1.0,65,38057,1,1,Rent,20159,3/2/2015,Monday,Local,2,0.0,50,Broker,1,2948.506515,4.0,Medium,41083.45949,blue,15716.46445,1
4697,30,M,1.0,65,34007,0,1,Rent,20140,3/25/2016,Friday,Parking Lot,0,0.0,13,Phone,0,2778.840613,2.0,Compact,16358.44585,gray,49427.97342,0
4698,38,M,0.0,79,36380,1,1,Rent,50026,1/3/2016,Sunday,Parking Lot,0,0.0,88,Phone,0,5165.4163530000005,1.0,Compact,11157.16444,black,42038.75994,0
4699,33,M,1.0,45,34967,1,0,Own,80020,3/4/2015,Wednesday,Highway,0,0.0,0,Broker,0,3577.1374840000003,3.0,Medium,22225.6561,blue,18907.90455,0
4700,26,M,1.0,70,32580,1,0,Rent,85040,10/13/2015,Tuesday,Local,0,0.0,91,Online,0,5923.505154,9.0,Large,11012.04973,gray,35524.87415,0
4701,50,F,1.0,66,39109,1,1,Own,15032,11/12/2016,Saturday,Local,1,0.0,99,Phone,1,3643.109938,6.0,Compact,8416.018605,gray,10171.19076,0
4702,26,M,1.0,76,32556,1,0,Rent,85069,7/10/2016,Sunday,Highway,1,0.0,3,Phone,1,4596.681237,3.0,Compact,9630.546143,other,34630.36095,0
4703,42,F,1.0,76,37378,1,1,Own,80010,6/14/2016,Tuesday,Parking Lot,0,0.0,3,Broker,0,7277.515047,4.0,Large,13630.37926,white,33036.2302,0
4704,28,F,1.0,80,33302,1,1,Rent,15027,9/4/2016,Sunday,Highway,1,0.0,2,Broker,1,4588.002785000001,4.0,Compact,13013.34482,blue,39453.30487,0
4705,47,F,1.0,88,38486,1,1,Own,50014,8/5/2016,Friday,Local,0,1.0,100,Broker,1,2520.597379,4.0,Medium,12037.6537,blue,34199.76273,0
4706,52,M,1.0,78,39513,0,1,Rent,50044,2/26/2015,Thursday,Parking Lot,0,0.0,36,Phone,1,3346.1995460000003,6.0,Large,15164.61119,white,56608.90742999999,0
4707,51,F,0.0,64,39328,1,1,Own,80024,4/10/2016,Sunday,Local,0,1.0,40,Broker,0,4934.759163000001,4.0,Medium,17662.08415,silver,14096.50699,1
4708,46,M,1.0,69,38288,1,0,Rent,20134,3/2/2015,Monday,Local,0,1.0,34,Phone,0,3134.170771,5.0,Large,7997.206525,white,25975.50536,0
4709,45,F,1.0,46,38056,1,0,Rent,80007,7/19/2016,Tuesday,Parking Lot,0,0.0,98,Phone,1,1712.563342,5.0,Compact,19785.85443,silver,21729.12804,0
4710,32,M,1.0,78,34671,1,0,Rent,85035,1/16/2016,Saturday,Parking Lot,0,0.0,7,Phone,1,7606.007222,7.0,Medium,18719.9608,red,13830.49508,0
4711,48,M,1.0,47,38710,1,1,Own,85082,4/1/2015,Wednesday,Local,1,0.0,87,Broker,1,3055.765119,2.0,Compact,25651.09258,gray,15181.10271,0
